TAZID,CO_TAZID,DEVACRES,SA_2016
506,110506,1757.3,6
516,110516,1139.33,6
514,110514,238.48,6
517,110517,390.87,6
518,110518,271.24,6
522,110522,489.4,6
519,110519,428.92,6
480,110480,1178,7
524,110524,119.99,7
528,110528,451.03,6
529,110529,580.35,6
489,110489,252.9,6
532,110532,374.29,6
534,110534,552.62,6
530,110530,479.74,6
535,110535,680.78,6
527,110527,347.4,6
538,110538,216.06,6
539,110539,207.09,6
540,110540,73.49,6
542,110542,836.78,6
536,110536,371.22,6
543,110543,434.59,6
545,110545,424.82,6
537,110537,361.24,6
546,110546,665.68,6
548,110548,237.48,6
549,110549,256.83,6
551,110551,302.45,6
553,110553,849.31,6
520,110520,421.61,6
554,110554,456.63,6
552,110552,380.93,6
555,110555,438.75,6
523,110523,657.55,6
556,110556,359.85,6
558,110558,361.52,6
557,110557,277.07,6
560,110560,179.99,6
559,110559,353.4,6
561,110561,248.18,6
562,110562,196.52,6
567,110567,509.06,6
563,110563,953.34,6
565,110565,179.19,6
568,110568,498.03,6
570,110570,218.28,6
571,110571,199.39,6
574,110574,187.63,6
572,110572,119.68,6
575,110575,361.88,6
577,110577,539.54,5
578,110578,344.04,6
573,110573,198.33,6
580,110580,209.41,5
582,110582,186.5,5
584,110584,279.4,5
586,110586,122.5,5
581,110581,205.56,5
601,110601,283.58,5
588,110588,405.14,5
589,110589,109.72,5
590,110590,115.93,5
591,110591,109.07,5
592,110592,123.04,5
585,110585,154.97,5
593,110593,128.33,5
594,110594,129.38,5
595,110595,95.96,5
596,110596,98.37,5
597,110597,98.68,5
598,110598,419.58,5
602,110602,246.54,5
604,110604,350.36,5
623,110623,117.44,5
605,110605,236.03,5
608,110608,91.44,5
607,110607,196.4,5
606,110606,196.03,5
611,110611,181.07,5
613,110613,265.52,5
599,110599,440.16,5
617,110617,1530.66,5
618,110618,629.64,5
643,110643,413.14,5
620,110620,170.39,5
626,110626,257.35,5
610,110610,107.45,5
627,110627,278.78,5
629,110629,156.62,5
633,110633,168.61,5
636,110636,295.36,5
635,110635,210.84,5
637,110637,387.02,5
639,110639,371.37,5
621,110621,375.56,5
644,110644,496.9,5
645,110645,334.85,5
647,110647,280.02,5
648,110648,141.22,5
650,110650,631.99,5
634,110634,127.57,5
651,110651,183.68,5
649,110649,109.43,5
653,110653,583.88,5
646,110646,640.9,5
654,110654,915.13,5
661,350661,903.16,4
662,350662,933.04,4
669,350669,833.67,4
658,350658,452.74,4
665,350665,523.19,4
660,350660,302.86,4
666,350666,394.25,4
674,350674,639.5,4
671,350671,1868.95,4
670,350670,1052.38,4
673,350673,610.86,4
675,350675,445.09,4
678,350678,349.42,4
672,350672,333.52,4
679,350679,261.97,4
680,350680,689.16,4
682,350682,327.12,4
686,350686,569.86,4
687,350687,582.49,4
691,350691,211.19,4
695,350695,301.09,4
699,350699,181.41,4
701,350701,218.75,4
696,350696,315.67,4
702,350702,139.11,4
703,350703,237.82,4
683,350683,502.63,4
706,350706,529.72,4
707,350707,220.47,4
708,350708,113.59,4
2249,492249,174.8,0
2253,492253,102.23,0
2254,492254,103.06,0
2255,492255,81.2,0
2256,492256,218.52,0
2257,492257,122.47,0
2258,492258,147.8,0
2251,492251,397.72,0
2259,492259,159.79,0
2505,492505,95.11,0
2504,492504,95.68,0
2508,492508,95.64,0
2509,492509,95.51,0
2506,492506,125.12,0
2510,492510,92.81,0
2507,492507,118.53,0
2511,492511,122.69,0
2512,492512,185.75,0
2694,492694,405.13,0
2704,492704,273.23,0
2699,492699,327.97,0
2701,492701,286.51,0
2700,492700,247.5,0
2698,492698,626.94,0
719,350719,133.53,4
721,350721,208.65,4
720,350720,91.64,4
724,350724,151.79,4
722,350722,255.17,4
725,350725,175.71,4
727,350727,244.97,4
728,350728,719.49,4
731,350731,518.16,4
732,350732,221.51,4
730,350730,101.99,4
733,350733,531.58,4
734,350734,569.44,4
642,110642,258.34,5
738,350738,482.31,4
743,350743,187.02,4
742,350742,2036.96,4
745,350745,702.8,4
744,350744,250.27,4
747,350747,116.85,4
749,350749,123.91,4
759,350759,144.46,4
750,350750,70.56,4
751,350751,192.62,4
753,350753,127.86,4
754,350754,207.01,4
756,350756,110.8,4
758,350758,139.61,4
755,350755,253.44,4
760,350760,178.82,4
761,350761,227.84,4
762,350762,68.77,4
765,350765,175.03,4
766,350766,96.47,4
769,350769,46,4
768,350768,30.45,4
767,350767,43.35,4
770,350770,692.32,4
773,350773,160.86,4
772,350772,966.67,4
774,350774,264.2,4
775,350775,307.27,4
776,350776,418.32,4
778,350778,266.54,4
781,350781,182.98,4
780,350780,599.41,4
782,350782,411.87,4
783,350783,251.87,4
785,350785,198.91,4
787,350787,143.05,4
786,350786,143.23,4
791,350791,130.47,4
788,350788,239,4
792,350792,54.01,4
793,350793,105.72,4
790,350790,178.09,4
801,350801,258.63,4
804,350804,209.22,4
805,350805,127.95,4
806,350806,328.32,4
809,350809,69.41,4
810,350810,102.31,4
794,350794,176.82,4
812,350812,441.14,4
817,350817,408.9,4
818,350818,69.37,4
819,350819,385.9,4
815,350815,136.29,4
820,350820,81.25,4
798,350798,367.98,4
826,350826,150.49,4
822,350822,313.04,4
800,350800,410.37,4
823,350823,154.7,4
816,350816,257.44,4
824,350824,52.56,4
827,350827,86.12,4
825,350825,199.34,4
830,350830,160.67,4
833,350833,131.86,4
832,350832,342.24,4
835,350835,119.57,4
834,350834,61.63,4
831,350831,84.93,4
836,350836,81.85,4
838,350838,391.32,4
839,350839,152.13,4
840,350840,193.74,4
841,350841,174.17,4
842,350842,186.01,3
807,350807,75.9,4
843,350843,355.27,3
844,350844,178.53,3
847,350847,178.23,4
848,350848,143.94,4
849,350849,192.93,4
851,350851,321.31,4
852,350852,322.51,4
853,350853,111.31,4
828,350828,49.85,4
855,350855,160.39,4
856,350856,88.37,4
857,350857,196.32,4
859,350859,86.41,4
860,350860,72.11,4
861,350861,160.54,4
864,350864,82.08,4
863,350863,160.51,4
865,350865,98.49,4
866,350866,96.89,4
867,350867,140.15,4
868,350868,105.23,4
869,350869,66.85,4
874,350874,172.54,4
845,350845,173.29,3
875,350875,333.36,3
846,350846,251.98,3
876,350876,259.49,3
877,350877,211.86,3
858,350858,160.85,4
885,350885,138.29,4
887,350887,172.94,4
888,350888,149.25,4
889,350889,160.77,4
892,350892,157.4,4
891,350891,159.19,4
890,350890,161.12,4
920,350920,184.59,4
893,350893,187.38,4
896,350896,81.16,4
901,350901,303.35,4
903,350903,114.27,3
904,350904,67.18,3
905,350905,88.96,3
907,350907,517.68,4
886,350886,191.65,4
912,350912,478.9,4
914,350914,60.73,4
915,350915,94,4
916,350916,229.11,4
917,350917,92.32,4
918,350918,115.49,4
900,350900,146.68,4
922,350922,322.73,4
923,350923,127.56,4
921,350921,134.42,4
924,350924,96.34,4
925,350925,178.04,4
927,350927,169.62,4
929,350929,328.71,3
884,350884,153.22,4
911,350911,228.54,4
936,350936,226.54,4
939,350939,365.54,4
941,350941,274.33,4
942,350942,142.86,4
943,350943,120.22,4
944,350944,21.58,3
945,350945,40.37,3
947,350947,56.63,3
948,350948,28.81,3
946,350946,35.19,3
949,350949,28.85,3
950,350950,14.57,3
951,350951,14.57,3
952,350952,14.38,3
953,350953,14.4,3
954,350954,28.77,3
955,350955,14.38,3
956,350956,14.4,3
957,350957,14.39,3
958,350958,28.82,3
959,350959,14.4,3
960,350960,14.4,3
961,350961,14.42,3
962,350962,14.4,3
963,350963,14.39,3
964,350964,14.4,3
965,350965,14.57,3
966,350966,29.2,3
968,350968,14.39,3
969,350969,14.42,3
970,350970,14.4,3
967,350967,70.74,3
971,350971,14.41,3
972,350972,14.42,3
973,350973,14.39,3
974,350974,14.4,3
975,350975,14.44,3
976,350976,14.41,3
977,350977,14.41,3
978,350978,14.44,3
979,350979,14.4,3
980,350980,14.39,3
981,350981,14.41,3
982,350982,14.38,3
983,350983,14.38,3
984,350984,14.41,3
985,350985,14.42,3
986,350986,14.4,3
987,350987,14.42,3
988,350988,14.44,3
989,350989,14.42,3
990,350990,14.4,3
991,350991,75.45,3
993,350993,14.43,3
994,350994,14.36,3
995,350995,14.38,3
996,350996,14.39,3
997,350997,14.48,3
998,350998,14.31,3
999,350999,14.41,3
1000,351000,14.4,3
1001,351001,14.42,3
1002,351002,14.42,3
992,350992,82.2,3
1003,351003,14.55,3
1004,351004,14.27,3
1005,351005,14.41,3
1006,351006,14.42,3
1007,351007,14.45,3
1008,351008,14.44,3
1009,351009,29.24,3
1010,351010,28.39,3
1011,351011,28.83,3
1012,351012,28.8,3
1013,351013,28.87,3
1014,351014,28.83,3
1015,351015,14.42,3
1016,351016,14.4,3
1017,351017,14.41,3
1018,351018,14.43,3
1019,351019,14.4,3
1020,351020,14.42,3
1021,351021,14.45,3
1022,351022,14.43,3
1023,351023,28.8,3
1024,351024,28.9,3
1029,351029,484.67,3
740,350740,327.06,4
1034,351034,48.39,3
764,350764,66.04,4
1035,351035,28.6,3
1027,351027,450.59,3
1037,351037,43.19,3
1038,351038,71.75,3
1031,351031,66.78,3
1039,351039,96.84,3
1041,351041,59.28,3
1043,351043,85.27,3
1040,351040,61.47,3
1042,351042,45.74,3
1044,351044,46.97,3
1045,351045,57.17,3
1051,351051,58.95,3
1048,351048,46.85,3
1052,351052,59.09,3
1054,351054,62.75,3
1058,351058,64.17,3
1055,351055,180.87,3
1056,351056,196.88,3
1059,351059,61.61,3
1053,351053,60.51,3
1060,351060,14.38,3
1057,351057,60.27,3
1061,351061,28.78,3
1062,351062,14.38,3
1066,351066,14.38,3
1064,351064,14.4,3
1067,351067,28.78,3
1068,351068,86.53,3
1070,351070,43.29,3
1071,351071,57.64,3
1072,351072,43.99,3
1073,351073,57.05,3
1069,351069,43.32,3
1074,351074,44.13,3
1075,351075,390.49,3
1078,351078,14.39,3
1079,351079,28.76,3
1080,351080,14.37,3
1081,351081,28.8,3
1082,351082,43.24,3
1025,351025,28.8,3
1083,351083,28.77,3
1084,351084,57.55,3
1085,351085,42.58,3
1086,351086,42.83,3
1087,351087,86.52,3
1088,351088,87.61,3
1089,351089,50.82,3
1090,351090,44.25,3
1091,351091,85.23,3
1092,351092,146.97,3
1076,351076,449.16,3
1093,351093,141.84,3
1094,351094,68.42,3
1095,351095,50.34,3
1096,351096,25.3,3
1097,351097,60.07,3
1098,351098,38.7,3
1099,351099,44.05,3
1101,351101,21.44,3
1100,351100,32.75,3
1102,351102,54.09,3
1127,351127,107.33,3
1104,351104,107.97,3
1128,351128,107.39,3
1105,351105,103.19,3
1129,351129,107.76,3
1106,351106,108.23,3
1107,351107,109.19,3
1108,351108,65.38,3
1131,351131,107.62,3
1109,351109,41.6,3
1110,351110,89.61,3
1112,351112,48.1,3
1114,351114,117.2,3
1111,351111,40.95,3
1115,351115,138.39,3
1118,351118,183.29,3
1117,351117,182.51,3
1122,351122,52.79,3
1123,351123,54.52,3
1132,351132,111.73,3
