TAZID,CO_TAZID,DEVACRES,SA_2016
2835,492835,241.06,0
2843,492843,340.26,0
2845,492845,140.33,0
2844,492844,224.43,0
2817,492817,155.12,0
2847,492847,95.82,0
2846,492846,188.56,0
2819,492819,106.83,0
2849,492849,258.84,0
2850,492850,189.24,0
2848,492848,128.54,0
2851,492851,98.08,0
2853,492853,1465.06,0
2855,492855,2134.88,0
2841,492841,274.18,0
2858,492858,698.04,0
2861,492861,3677.77,0
2864,492864,2386.32,0
2866,492866,4012.08,0
2868,492868,484.52,0
2867,492867,432.37,0
2870,492870,0,0
2245,492245,302.32,0
2871,492871,0,0
1777,351777,794.53,1
2873,492873,0,0
2120,492120,731.58,0
154,570154,786.24,9
587,110587,284.75,5
583,110583,210.19,5
693,350693,497.61,4
1351,351351,1911.34,2
1077,351077,621.09,3
1287,351287,305.51,3
2865,492865,10193.91,0
628,110628,134.17,5
1195,351195,89.95,3
1193,351193,74.56,3
1693,351693,129.36,1
2351,492351,95.87,0
2442,492442,164,0
2443,492443,71.37,0
1870,491870,150,0
356,570356,79.85,8
1955,491955,166.39,0
2125,492125,339.48,0
2124,492124,186.93,0
2231,492231,129.2,0
2185,492185,82.79,0
2311,492311,163.86,0
2754,492754,172.52,0
128,30128,484.12,10
175,570175,391.26,9
625,110625,117.62,5
1401,351401,1922.93,2
1841,491841,571.31,0
3,30003,470.79,10
34,30034,113.05,10
81,30081,113.8,10
82,30082,53.09,10
83,30083,244.48,10
87,30087,205.87,10
160,570160,249.96,9
162,570162,709.6,9
173,570173,1256.06,9
190,570190,163.82,9
202,570202,135.71,9
203,570203,403.77,9
205,570205,165.75,9
214,570214,494.79,8
307,570307,167.99,8
230,570230,111,8
237,570237,305.5,9
242,570242,290.47,9
246,570246,317.96,9
277,570277,309.1,9
258,570258,392.34,9
273,570273,318.87,9
274,570274,439.03,7
282,570282,266.52,7
279,570279,368.16,9
288,570288,322.27,7
300,570300,131.48,7
345,570345,126.78,8
358,570358,79.7,8
383,570383,310.64,8
398,570398,73.71,8
408,570408,106.84,8
409,570409,398.44,8
430,110430,643.86,7
432,110432,321.33,7
434,110434,322.96,7
468,110468,1356.25,7
465,110465,317.6,7
472,110472,226.04,7
471,110471,267.2,7
484,110484,754.27,6
564,110564,453.01,6
569,110569,385.02,6
579,110579,216.48,5
600,110600,404.95,5
632,110632,293.88,5
739,350739,468.92,4
676,350676,264.53,4
685,350685,240.65,4
684,350684,310.2,4
700,350700,197.78,4
717,350717,89.05,4
704,350704,159.49,4
705,350705,321.88,4
711,350711,321.14,4
716,350716,540.34,4
718,350718,187.97,4
1125,351125,53.68,3
1145,351145,107.09,3
1126,351126,107.68,3
723,350723,316.12,4
726,350726,387.27,4
746,350746,376.97,4
784,350784,236.09,4
789,350789,204.11,4
808,350808,175.47,4
799,350799,275.29,4
811,350811,88.16,4
854,350854,125.19,4
899,350899,449.77,4
935,350935,439.91,4
909,350909,164,4
910,350910,168.19,4
913,350913,170.92,4
928,350928,149.62,3
926,350926,373.14,4
937,350937,291.06,4
1026,351026,208.37,3
1046,351046,59.03,3
1049,351049,47.24,3
1050,351050,46.81,3
1047,351047,86.02,3
1113,351113,72.4,3
1116,351116,343.19,3
1121,351121,87.54,3
1134,351134,104.22,3
1137,351137,88.33,3
1138,351138,52.69,3
1143,351143,53.39,3
1160,351160,40.88,3
1286,351286,470.94,3
1268,351268,57.67,3
1218,351218,166.59,3
1223,351223,163.09,3
1290,351290,173.99,3
1307,351307,167.76,3
1317,351317,158.21,3
1321,351321,113.75,3
1332,351332,172.95,3
1333,351333,152.88,3
1391,351391,708.27,2
1400,351400,495.2,2
1426,351426,394.93,2
1461,351461,130.9,2
1441,351441,308.66,4
1450,351450,123.33,1
1463,351463,320.62,2
1465,351465,51.78,2
1493,351493,110.37,2
1470,351470,135.51,2
1472,351472,137.48,2
1482,351482,310.43,2
1501,351501,159.75,2
1503,351503,161.28,2
1507,351507,236.92,2
1504,351504,161.72,2
1506,351506,241.07,2
1508,351508,163.51,2
1512,351512,276.8,2
1544,351544,135.7,2
1567,351567,249.92,2
1577,351577,155.4,1
1586,351586,194.33,2
1587,351587,186.84,2
1584,351584,259.23,2
1592,351592,317.39,2
1616,351616,343.2,2
1602,351602,319.28,1
1603,351603,229.73,2
1604,351604,492.63,1
1617,351617,240.48,2
1639,351639,217.06,1
1640,351640,112.66,1
1650,351650,118.17,1
1684,351684,217.5,1
1685,351685,149.49,1
1688,351688,682.07,1
1720,351720,315.84,1
1708,351708,165.38,1
1711,351711,167.28,1
1724,351724,350.39,1
1728,351728,91.91,1
1732,351732,297.8,1
1733,351733,178.68,1
1735,351735,197.81,1
1756,351756,178.44,1
1758,351758,428.26,1
1767,351767,253.9,1
1907,491907,336.15,0
1930,491930,346.86,0
1933,491933,237.76,0
2044,492044,85.85,0
2047,492047,171.93,0
2098,492098,64.38,0
2110,492110,101.93,0
2122,492122,529.02,0
2128,492128,990.16,0
2135,492135,246.94,0
2140,492140,244.03,0
2141,492141,243.51,0
2144,492144,297.99,0
2145,492145,344.13,0
2149,492149,294.81,0
2183,492183,238.82,0
2184,492184,213.76,0
2196,492196,281.76,0
2210,492210,285.33,0
2209,492209,169.17,0
2240,492240,91.33,0
2238,492238,48.7,0
2265,492265,103.41,0
2315,492315,124.89,0
2366,492366,352.66,0
2381,492381,184.97,0
2398,492398,32.35,0
2403,492403,246.22,0
2407,492407,78.53,0
2408,492408,50.32,0
2412,492412,48.24,0
2420,492420,33.26,0
2431,492431,183.29,0
2435,492435,149.03,0
2440,492440,149.99,0
2444,492444,162.4,0
2449,492449,49.45,0
2455,492455,48.16,0
2459,492459,63.19,0
2481,492481,123.23,0
2520,492520,130.74,0
2529,492529,164.06,0
2535,492535,243.29,0
2534,492534,109.03,0
2538,492538,159.01,0
2578,492578,114.94,0
2579,492579,109.47,0
2591,492591,251.24,0
2742,492742,368.7,0
2638,492638,179.86,0
2641,492641,208.81,0
2643,492643,108.25,0
2680,492680,255.26,0
2679,492679,733.67,0
2681,492681,166.9,0
2706,492706,265.5,0
2691,492691,143.45,0
2708,492708,165.04,0
2729,492729,322.41,0
2747,492747,253.48,0
2755,492755,167.53,0
2759,492759,192.56,0
2756,492756,290.25,0
2785,492785,305.93,0
2803,492803,98.51,0
2808,492808,126.6,0
2806,492806,164.22,0
2814,492814,155.6,0
2818,492818,209.08,0
2820,492820,127.66,0
2218,492218,314.39,0
2468,492468,93.77,0
1119,351119,110.72,3
420,570420,399.18,8
188,570188,411.97,9
231,570231,238.29,8
96,30096,151.3,10
99,30099,195.1,10
100,30100,98.77,10
101,30101,196.11,10
102,30102,55.08,10
103,30103,95.61,10
104,30104,89.62,10
129,30129,172.18,10
157,570157,976.24,9
142,570142,6238.95,9
267,570267,878.83,7
177,570177,562.47,9
195,570195,302.99,9
178,570178,681.95,9
192,570192,368.83,9
263,570263,191.57,8
264,570264,988.53,8
285,570285,148.87,7
284,570284,187.5,7
294,570294,147.93,7
295,570295,98.57,7
363,570363,171.1,8
275,570275,506.99,7
428,110428,579.81,7
612,110612,268.03,5
615,110615,260.54,5
630,110630,310.46,5
614,110614,175.12,5
616,110616,353.21,5
631,110631,332.91,5
694,350694,285.72,4
713,350713,124.82,4
871,350871,55.23,4
879,350879,159.98,4
908,350908,229.45,4
906,350906,60.83,4
880,350880,134.33,4
850,350850,320.76,4
883,350883,170.41,4
881,350881,109,4
894,350894,55.59,4
895,350895,157.39,4
897,350897,164.05,4
1065,351065,28.82,3
1063,351063,28.82,3
1130,351130,107.77,3
1149,351149,81.28,3
1148,351148,107.63,3
1151,351151,25.99,3
1175,351175,43.19,3
1188,351188,37.66,3
1192,351192,83.85,3
1241,351241,152.56,3
1294,351294,270.02,3
1282,351282,78.45,3
1295,351295,154.79,3
1292,351292,170.72,3
1304,351304,169.87,3
1240,351240,203.97,3
1306,351306,220.39,3
1359,351359,1216.02,2
1366,351366,895.18,2
1376,351376,102.21,2
1385,351385,159.92,2
1386,351386,151.55,2
1412,351412,641.64,2
1405,351405,800.25,2
1417,351417,358.7,2
1552,351552,207.62,2
1555,351555,324.95,2
1570,351570,298.7,2
1636,351636,191.47,1
1637,351637,138.5,1
1663,351663,158.1,1
1689,351689,667.05,1
1665,351665,162.27,1
1664,351664,236.19,1
1681,351681,150.35,1
1694,351694,131.07,1
1714,351714,150.12,1
1695,351695,129.92,1
1696,351696,218.27,1
1883,491883,98.85,0
1985,491985,79.23,0
1986,491986,156.24,0
1988,491988,110.65,0
2089,492089,71.41,0
2112,492112,137.04,0
2107,492107,76.02,0
2106,492106,101.88,0
2131,492131,108.73,0
2130,492130,304.42,0
2132,492132,202.99,0
2153,492153,167.86,0
2161,492161,281.91,0
2157,492157,116.22,0
2166,492166,409.81,0
2207,492207,171.19,0
2211,492211,149.64,0
2214,492214,214.63,0
2215,492215,264.01,0
2233,492233,56.79,0
2237,492237,105.63,0
2304,492304,176.75,0
2414,492414,74.55,0
2432,492432,79.13,0
2464,492464,66.48,0
2469,492469,51.08,0
2475,492475,132.76,0
2476,492476,71.24,0
2477,492477,92.31,0
2501,492501,225.77,0
2502,492502,107.92,0
2524,492524,159.06,0
2582,492582,150.58,0
2605,492605,74.64,0
2655,492655,222.52,0
2645,492645,346.82,0
2667,492667,814.42,0
2716,492716,142.89,0
2743,492743,103.36,0
2739,492739,282.96,0
2748,492748,237.64,0
2758,492758,185.9,0
2770,492770,751.49,0
2760,492760,297.43,0
2765,492765,172.51,0
2799,492799,98.53,0
1795,491795,596.92,0
10,30010,1026.17,10
11,30011,978.57,10
18,30018,453.97,10
141,570141,11710.24,9
174,570174,331.12,9
266,570266,961.87,7
426,110426,1085.18,7
507,110507,607.67,6
741,350741,2327.78,4
1032,351032,577.15,3
1033,351033,452.32,3
1625,351625,425.43,2
1811,491811,652.93,0
1812,491812,656.92,0
1840,491840,602.52,0
2670,492670,650.5,0
2674,492674,741.33,0
2836,492836,303.47,0
1914,491914,6836.33,0
2859,492859,16775.42,0
2860,492860,8290.73,0
2869,492869,2528.49,0
1917,491917,484.23,0
1915,491915,2964.23,0
2872,492872,0,0
2117,492117,492.8,0
424,110424,1590.85,7
736,350736,988.51,4
238,570238,349.82,9
402,570402,212.78,8
483,110483,612.99,6
655,350655,486.05,4
1344,351344,946.21,4
1365,351365,814.19,2
2119,492119,1518.04,0
1373,351373,823.74,2
2671,492671,935.75,0
2666,492666,845.96,0
1800,491800,657.78,0
2673,492673,769.99,0
269,570269,1020.03,7
2863,492863,2562.49,0
71,30071,198.15,10
107,30107,205.05,10
132,30132,280.1,10
158,570158,760.9,9
147,570147,577.34,9
156,570156,782.02,9
168,570168,863.48,9
171,570171,893.54,9
193,570193,563.81,9
209,570209,249.46,8
236,570236,320.92,9
252,570252,329.22,9
272,570272,437.7,9
296,570296,198.69,7
347,570347,97.71,8
359,570359,106.44,8
394,570394,232.96,8
271,570271,859.54,7
487,110487,419.42,8
467,110467,642.74,7
521,110521,486.07,6
525,110525,308.42,6
531,110531,191.55,6
533,110533,465.56,6
541,110541,286.55,6
544,110544,860.32,6
547,110547,385.06,6
576,110576,306.39,6
603,110603,517.64,5
609,110609,148.62,5
640,110640,314.72,5
619,110619,396.48,5
622,110622,213.29,5
641,110641,471.57,5
624,110624,293.92,5
652,110652,369.88,5
664,350664,403.7,4
667,350667,554.59,4
659,350659,1009.08,4
677,350677,220.83,4
690,350690,723.69,4
710,350710,177.02,4
878,350878,179.14,4
748,350748,501.46,4
752,350752,189.68,4
757,350757,194,4
763,350763,28.62,4
795,350795,632.95,4
796,350796,651.83,4
802,350802,200.04,4
803,350803,83.39,4
814,350814,268.49,4
821,350821,334.49,4
829,350829,161.06,4
837,350837,153.31,4
862,350862,74.31,4
873,350873,351.64,4
898,350898,381.24,4
919,350919,204.89,4
1036,351036,74.45,3
1028,351028,46.02,3
1135,351135,107.78,3
1244,351244,288.9,3
1264,351264,146.69,3
1296,351296,147.48,3
1334,351334,373.22,3
1657,351657,135.66,1
1342,351342,491.26,4
1413,351413,653.09,2
1415,351415,311.22,2
934,350934,300.88,4
1422,351422,341.83,2
1425,351425,235.33,2
930,350930,171.6,3
1499,351499,241.24,2
1558,351558,203.24,2
1598,351598,332.43,1
1618,351618,239.3,2
1660,351660,220.57,1
1679,351679,171.27,1
1705,351705,131.35,1
1738,351738,157.95,1
1781,351781,992.06,1
1919,491919,354.28,0
2019,492019,243.55,0
2031,492031,122.87,0
2011,492011,341.27,0
2158,492158,217.37,0
2224,492224,120.72,0
2248,492248,227.15,0
2260,492260,122.84,0
2263,492263,107.93,0
2333,492333,162.99,0
2354,492354,84.98,0
2386,492386,144.54,0
2438,492438,783.12,0
2498,492498,107,0
2500,492500,92.04,0
2516,492516,199.22,0
2537,492537,165.73,0
2555,492555,665.14,0
2574,492574,433.93,0
2619,492619,181.32,0
2682,492682,287.7,0
2668,492668,880,0
2702,492702,988.24,0
2722,492722,222.7,0
2728,492728,332.4,0
2753,492753,203.38,0
2824,492824,1008.49,0
2831,492831,189.15,0
2840,492840,242.22,0
2842,492842,256.58,0
2852,492852,1601.61,0
2856,492856,352.06,0
2857,492857,414.48,0
2479,492479,238.35,0
2665,492665,1101.26,0
1936,491936,315.83,0
1935,491935,385.93,0
153,570153,963.34,9
638,110638,285.39,5
688,350688,252.02,4
1629,351629,729.59,2
1824,491824,154.04,0
2150,492150,194.89,0
2059,492059,160.21,0
2653,492653,232.92,0
1103,351103,108.26,3
1569,351569,426.37,2
1635,351635,141.41,1
2057,492057,220.45,0
2151,492151,258.96,0
16,30016,597.25,10
155,570155,2199.28,9
212,570212,358.01,9
509,110509,483.2,6
1030,351030,3616.36,3
1404,351404,1359.86,2
1913,491913,1956.73,0
2854,492854,1953.19,0
1340,351340,610.18,4
1399,351399,639.31,2
15,30015,410.19,10
26,30026,226.71,10
57,30057,238.46,10
93,30093,56.88,10
152,570152,682.56,9
167,570167,735.76,9
233,570233,296.05,9
169,570169,1097.1,9
243,570243,518.55,9
187,570187,730.56,9
239,570239,707.49,9
265,570265,1074.54,7
241,570241,322.85,9
244,570244,260.85,9
304,570304,179.59,9
255,570255,321.15,9
268,570268,876.36,7
270,570270,854.02,7
286,570286,379.91,7
278,570278,258.41,9
281,570281,177.01,7
360,570360,108.6,8
367,570367,71.15,8
386,570386,316.67,8
550,110550,270.15,6
566,110566,657.32,6
663,350663,523.77,4
668,350668,820.56,4
681,350681,618.87,4
689,350689,281.42,4
709,350709,232.6,4
712,350712,251.34,4
729,350729,511.9,4
735,350735,135.81,4
737,350737,1209.3,4
771,350771,444.7,4
797,350797,657.62,4
777,350777,629.31,4
779,350779,378.63,4
813,350813,252.93,4
870,350870,159.06,4
872,350872,161.21,4
940,350940,319.88,4
1161,351161,80.7,3
1324,351324,147.91,3
1331,351331,286.04,3
1336,351336,563.36,3
1339,351339,809.26,4
1347,351347,787.74,4
1390,351390,267.32,2
1427,351427,250.13,2
1435,351435,320.61,4
1439,351439,322.07,2
1440,351440,319.82,2
1444,351444,323.45,2
1447,351447,91.44,3
1505,351505,242.61,2
1500,351500,150.63,2
1551,351551,194.21,2
1511,351511,244.25,2
1561,351561,157.21,2
1550,351550,402.18,2
1601,351601,119.97,1
1614,351614,235.09,2
1680,351680,173.07,1
1723,351723,313.51,1
1736,351736,117.7,1
1739,351739,158.93,1
1742,351742,153.93,1
1753,351753,319.72,1
1775,351775,163.22,1
1776,351776,388.82,1
1916,491916,1876.24,0
1920,491920,562.24,0
1931,491931,495.86,0
1957,491957,166.77,0
1990,491990,293.4,0
2121,492121,551.73,0
2129,492129,292.82,0
2133,492133,458.15,0
2334,492334,129.55,0
2550,492550,805.49,0
2545,492545,560.17,0
2664,492664,2288.32,0
2718,492718,217.39,0
2719,492719,183.7,0
2761,492761,674.65,0
2757,492757,685.63,0
2768,492768,835.23,0
2834,492834,159.42,0
2837,492837,171.71,0
2838,492838,280.61,0
2839,492839,633.44,0
232,570232,854.48,9
429,110429,580.47,7
882,350882,237.76,4
1258,351258,224.81,3
1589,351589,149.97,2
1666,351666,401.34,1
1992,491992,152.77,0
2152,492152,114.53,0
2217,492217,233.17,0
2307,492307,163.96,0
692,350692,348.59,4
697,350697,290.96,4
698,350698,161.32,4
715,350715,454.18,4
460,110460,322.29,7
461,110461,316.91,7
656,350656,701.91,4
657,350657,531.28,4
2696,492696,574.81,0
2697,492697,451.38,0
2695,492695,294.48,0
1354,351354,739.44,2
1355,351355,728.58,2
1362,351362,275.46,2
1363,351363,283.03,2
1361,351361,634.77,2
1368,351368,243.62,2
1369,351369,251.64,2
1370,351370,216.62,2
1414,351414,553.63,2
1419,351419,482.93,2
1789,491789,5524.45,0
1791,491791,788.88,0
1792,491792,509.03,0
1798,491798,1060.96,0
1790,491790,558.83,0
1807,491807,424.69,0
1810,491810,648.57,0
1814,491814,253.74,0
1815,491815,578.96,0
1818,491818,1078.04,0
1816,491816,369.04,0
1819,491819,443.79,0
1820,491820,206.32,0
1802,491802,645.6,0
1826,491826,174.5,0
1827,491827,168.53,0
1829,491829,155.43,0
1830,491830,157.51,0
1832,491832,163.13,0
1833,491833,273.32,0
1835,491835,346.8,0
1837,491837,661.24,0
1838,491838,503.53,0
1843,491843,161.42,0
1844,491844,165.26,0
1845,491845,160.84,0
1846,491846,166.94,0
1847,491847,157.04,0
1848,491848,166.91,0
1849,491849,188.91,0
1851,491851,203.77,0
1852,491852,784.91,0
1854,491854,1148.9,0
1856,491856,1576.89,0
1855,491855,451.33,0
1860,491860,666.1,0
1858,491858,237.79,0
1861,491861,326.25,0
1862,491862,644.42,0
1863,491863,657.99,0
1864,491864,737.26,0
1871,491871,221.56,0
1872,491872,324.25,0
1874,491874,197.46,0
1875,491875,197.67,0
1886,491886,162.34,0
1887,491887,158.33,0
1889,491889,163.64,0
1890,491890,160.96,0
1891,491891,161.83,0
1892,491892,166.48,0
1894,491894,159.46,0
1895,491895,157.59,0
1909,491909,704.58,0
1912,491912,654.09,0
1911,491911,218.29,0
1960,491960,165.17,0
1961,491961,173.21,0
1959,491959,168.2,0
1950,491950,159.85,0
1970,491970,166.08,0
1974,491974,224.71,0
1975,491975,307.2,0
1976,491976,303.26,0
1977,491977,116.36,0
2191,492191,228.89,0
2192,492192,205,0
2195,492195,189.79,0
2199,492199,240.78,0
2228,492228,248.11,0
2229,492229,277.52,0
2543,492543,242.7,0
2544,492544,226.52,0
2552,492552,635.39,0
2554,492554,373.73,0
2627,492627,297.56,0
2628,492628,175.24,0
2630,492630,646.35,0
2631,492631,426.6,0
2646,492646,275.4,0
2647,492647,183.42,0
2648,492648,376.05,0
2651,492651,271.2,0
2677,492677,554.54,0
2678,492678,578.2,0
2675,492675,1009.27,0
2692,492692,1115.9,0
2731,492731,228.28,0
2732,492732,178.5,0
2733,492733,506.25,0
2773,492773,120.02,0
2862,492862,3227.75,0
1804,491804,918.69,0
444,110444,160.58,7
464,110464,160.51,7
1801,491801,226.59,0
1896,491896,194,0
2490,492490,163.53,0
2493,492493,172.52,0
2632,492632,316.82,0
1859,491859,1391.86,0
2103,492103,93.15,0
2099,492099,33.22,0
1418,351418,308.46,2
2021,492021,270.56,0
2022,492022,241.75,0
2634,492634,276.7,0
2676,492676,497.91,0
1825,491825,167.34,0
1377,351377,100.98,2
1375,351375,653.02,2
133,30133,807.36,10
135,30135,398.56,10
1353,351353,730,2
1357,351357,437.74,2
1384,351384,131.02,2
1383,351383,114.85,2
1394,351394,245.22,2
1403,351403,771.01,2
1821,491821,197.14,0
1796,491796,232.26,0
1836,491836,484.85,0
1850,491850,92.99,0
1873,491873,298.97,0
1884,491884,217.73,0
1958,491958,161.27,0
1969,491969,164.81,0
2013,492013,278.14,0
2205,492205,203.17,0
2208,492208,170.5,0
2322,492322,183,0
2323,492323,162.85,0
2326,492326,317.36,0
2626,492626,356.98,0
2693,492693,637.07,0
1,30001,374.61,10
2,30002,638.02,10
4,30004,779.84,10
6,30006,900.97,10
5,30005,395.38,10
7,30007,1615.31,10
8,30008,501.95,10
12,30012,743.4,10
13,30013,203.5,10
14,30014,1254.02,10
19,30019,3139.59,10
20,30020,510.91,10
21,30021,954.92,10
23,30023,79.09,10
24,30024,118.43,10
25,30025,309.31,10
27,30027,152.62,10
17,30017,274.89,10
28,30028,213.13,10
29,30029,239.59,10
30,30030,135.2,10
31,30031,202.26,10
32,30032,207.11,10
35,30035,84.96,10
33,30033,101.66,10
36,30036,108.84,10
37,30037,78.9,10
38,30038,118.12,10
39,30039,257.17,10
40,30040,56.63,10
41,30041,54.37,10
42,30042,64.04,10
45,30045,43.53,10
43,30043,64.21,10
44,30044,42.72,10
46,30046,72.92,10
47,30047,75.01,10
48,30048,31.61,10
49,30049,76.4,10
51,30051,54.17,10
50,30050,31.96,10
52,30052,62.25,10
53,30053,78.65,10
54,30054,45.98,10
55,30055,35.71,10
56,30056,339.17,10
60,30060,195.74,10
58,30058,247.94,10
59,30059,188.87,10
61,30061,230.26,10
62,30062,47.72,10
65,30065,34.64,10
63,30063,45.44,10
66,30066,97.75,10
64,30064,77.58,10
67,30067,88.38,10
68,30068,75.15,10
69,30069,85.38,10
70,30070,346.27,10
72,30072,57.42,10
73,30073,57.77,10
74,30074,56.13,10
75,30075,51.31,10
76,30076,52.47,10
77,30077,40.39,10
78,30078,101.43,10
79,30079,334.15,10
86,30086,109.48,10
80,30080,218.95,10
84,30084,232.51,10
89,30089,58.41,10
91,30091,181.78,10
90,30090,140.58,10
92,30092,111.31,10
88,30088,184.34,10
85,30085,198.23,10
94,30094,47.23,10
95,30095,116.72,10
97,30097,169.14,10
98,30098,107.24,10
109,30109,89.58,10
22,30022,1402.99,10
105,30105,138.83,10
106,30106,174.89,10
111,30111,104.18,10
114,30114,114.85,10
110,30110,107.66,10
112,30112,70.3,10
108,30108,140.88,10
113,30113,225.22,10
115,30115,152.89,10
116,30116,126.74,10
118,30118,172.33,10
122,30122,245.14,10
119,30119,127.41,10
117,30117,61.97,10
120,30120,100.18,10
121,30121,125.11,10
124,30124,409.22,10
123,30123,174.39,10
125,30125,206.88,10
126,30126,289.05,10
127,30127,456.86,10
130,30130,147.59,10
131,30131,950.54,10
9,30009,135.46,10
144,570144,385.75,9
143,570143,2026.24,9
146,570146,376.72,9
149,570149,602.05,9
134,30134,423.29,10
150,570150,675.27,9
145,570145,700.88,9
151,570151,612.06,9
148,570148,445.2,9
159,570159,1063.05,9
163,570163,100.23,9
164,570164,297.88,9
161,570161,474.31,9
165,570165,258.82,9
166,570166,1020.43,9
170,570170,230.24,9
172,570172,400.74,9
176,570176,817.86,9
181,570181,215.84,9
180,570180,171.69,9
182,570182,355.77,9
179,570179,406.61,9
183,570183,716.25,9
184,570184,570.11,9
185,570185,387.38,9
189,570189,191.29,9
191,570191,253.08,9
186,570186,294.3,9
194,570194,426.43,9
197,570197,214.8,9
201,570201,229.42,9
198,570198,502.08,9
204,570204,171.01,9
196,570196,584.07,9
199,570199,276.52,9
207,570207,272.88,8
206,570206,72,9
208,570208,371.3,8
211,570211,466.09,9
213,570213,606.42,9
200,570200,548.96,9
215,570215,692.17,8
216,570216,532.1,8
217,570217,399.53,8
218,570218,198.59,8
219,570219,295.68,8
210,570210,147.91,8
220,570220,269.52,8
222,570222,235.66,8
223,570223,64.48,8
224,570224,140.65,8
225,570225,155.77,8
226,570226,79.33,8
221,570221,234.42,8
227,570227,172.81,8
228,570228,131.43,8
234,570234,453.56,9
235,570235,426.16,9
245,570245,320.04,9
247,570247,298,9
240,570240,322.25,9
250,570250,323.35,9
251,570251,318.02,9
248,570248,320.95,9
254,570254,320.86,9
256,570256,328.84,9
253,570253,316.92,9
257,570257,574.45,9
249,570249,492.13,9
259,570259,320.5,9
261,570261,432.44,8
260,570260,394.5,8
262,570262,110.07,8
276,570276,644.75,9
280,570280,471.02,7
283,570283,117.64,7
287,570287,179.56,7
291,570291,170.67,7
292,570292,207.97,7
293,570293,148.9,7
298,570298,233.47,7
297,570297,160.32,7
302,570302,187.7,7
303,570303,624.92,9
305,570305,121.92,9
306,570306,307.27,8
308,570308,112,8
309,570309,111.92,8
310,570310,91.56,8
229,570229,155.96,8
312,570312,209.11,8
313,570313,115.38,8
314,570314,92.39,8
315,570315,364.75,8
316,570316,113.38,8
318,570318,64.56,8
323,570323,27.14,8
319,570319,55.38,8
322,570322,27.36,8
321,570321,25.41,8
317,570317,283.73,8
320,570320,48.12,8
325,570325,26.62,8
326,570326,27.31,8
324,570324,27.38,8
327,570327,27.12,8
328,570328,27.16,8
329,570329,37.66,8
330,570330,26.8,8
331,570331,27.15,8
332,570332,27.38,8
333,570333,34.14,8
334,570334,27.1,8
335,570335,26.81,8
336,570336,27.58,8
311,570311,117.74,8
337,570337,128.76,8
338,570338,80.04,8
339,570339,80.26,8
340,570340,80.5,8
341,570341,120.48,8
342,570342,106.28,8
343,570343,106.69,8
344,570344,106.92,8
346,570346,228.86,8
348,570348,106.16,8
349,570349,95.28,8
351,570351,80.1,8
350,570350,82.33,8
353,570353,40.6,8
354,570354,80.56,8
355,570355,106.91,8
357,570357,106.16,8
375,570375,222.65,8
361,570361,187.12,8
362,570362,123.49,8
365,570365,61.56,8
366,570366,63.58,8
352,570352,40.44,8
368,570368,71.06,8
369,570369,70.81,8
370,570370,94.64,8
374,570374,92.66,8
377,570377,131.85,8
364,570364,319.19,8
371,570371,152.22,8
378,570378,70.37,8
379,570379,59.28,8
380,570380,92.26,8
372,570372,59.19,8
381,570381,57,8
373,570373,165.72,8
382,570382,157.24,8
376,570376,191.63,8
385,570385,232.19,8
389,570389,98.38,8
392,570392,104.44,8
390,570390,49.78,8
391,570391,85,8
393,570393,147.93,8
395,570395,201.84,8
396,570396,160.16,8
384,570384,113.85,8
397,570397,117.47,8
388,570388,188.3,8
400,570400,161.7,8
387,570387,205.48,8
403,570403,250.34,8
404,570404,298.3,8
405,570405,154.39,8
406,570406,147.77,8
407,570407,133.25,8
410,570410,79.88,8
411,570411,148.49,8
415,570415,394.93,8
413,570413,292.86,8
416,570416,130.92,8
412,570412,635.49,8
417,570417,935.12,8
418,570418,297,8
414,570414,725.5,8
419,570419,330.72,8
425,110425,672.64,7
427,110427,1140.09,7
290,570290,230.62,7
433,110433,206.34,7
289,570289,253.68,7
431,110431,321.62,7
436,110436,323.35,7
437,110437,114.81,7
438,110438,112.78,7
439,110439,161.54,7
440,110440,155.17,7
441,110441,160.79,7
442,110442,160.73,7
435,110435,322.58,7
443,110443,160.83,7
445,110445,164.52,7
301,570301,122.33,7
447,110447,112.52,7
299,570299,176.88,7
448,110448,131.34,7
449,110449,168.79,7
450,110450,167.99,7
451,110451,163.8,7
452,110452,165.98,7
453,110453,163.13,7
446,110446,168.13,7
455,110455,132.16,7
456,110456,151.25,7
454,110454,187.13,7
457,110457,322.31,7
458,110458,321.5,7
459,110459,580.75,7
462,110462,610.77,7
463,110463,161.31,7
466,110466,323.25,7
470,110470,78.15,7
469,110469,189.22,7
474,110474,161.02,7
399,570399,205.14,8
475,110475,314.45,7
478,110478,3818.87,7
476,110476,136.27,7
477,110477,294.37,7
401,570401,689.5,8
526,110526,344.24,7
473,110473,260.91,7
479,110479,395.89,7
481,110481,1339.22,8
482,110482,520.87,8
485,110485,226.08,8
486,110486,112.18,8
488,110488,465.26,6
492,110492,292.23,7
493,110493,318.66,7
491,110491,1941.49,7
494,110494,323.39,7
490,110490,1478.97,7
496,110496,329.14,7
497,110497,291.47,7
498,110498,309.58,7
499,110499,506.89,6
495,110495,246.81,7
500,110500,303.24,6
501,110501,314.93,6
502,110502,319.92,6
503,110503,326.36,6
504,110504,348.46,6
510,110510,377.32,6
511,110511,255.85,6
508,110508,464.87,6
505,110505,373.69,6
513,110513,345.15,6
512,110512,402.33,6
515,110515,286.45,6
